Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
5.699297905,-11.57488,2.228959,-5.280087,-0.07501862,-0.6932387,0.7367256,-17.91706,55.81005,-15.40109,992.2217
5.706906795,-12.62765,2.052567,-6.320949,-0.04727067,-0.6748939,0.7729627,-17.91706,55.81005,-15.40109,992.2217
5.714511871,-16.09561,2.758135,-6.810766,-0.03850231,-0.6529067,0.8074935,-17.91706,55.81005,-15.40109,992.2217
5.722120285,-21.60719,6.168377,-8.157763,-0.03794337,-0.6296507,0.8504001,-17.91706,55.81005,-15.40109,992.2217
5.729729652,-29.10046,8.637863,-9.198625,-0.06080941,-0.6455902,0.8214837,-17.91706,55.81005,-15.40109,992.2217
5.737338543,-35.35518,7.755904,-9.137398,-0.06592192,-0.664075,0.830345,-18.28396,55.81232,-14.95006,992.2217
5.744947910,-42.60074,5.521607,-9.688442,-0.01637399,-0.6730374,0.8219357,-18.28396,55.81232,-14.95006,992.2217
5.752556324,-49.16509,7.814701,-8.525126,-0.008803235,-0.6838255,0.8503517,-18.28396,55.81232,-14.95006,992.2217
5.760165691,-54.11932,10.16659,-7.790401,-0.01080922,-0.6799496,0.8460764,-18.28396,55.81232,-14.95006,992.2217
5.767774105,-65.63791,9.9902,-5.341315,-0.01617097,-0.6699786,0.8565805,-18.28396,55.81232,-14.95006,992.2217
5.777919292,-78.64276,11.34254,-3.137137,-0.01188267,-0.6645727,0.8518022,-18.28396,55.81232,-14.95006,992.2217
5.785528660,-88.17965,13.63563,-2.035049,-0.03276222,-0.6486213,0.8732874,-17.88609,56.17778,-13.17081,992.22
5.793137550,-103.7855,13.16525,-1.116642,-0.04102291,-0.622503,0.9080551,-17.88609,56.17778,-13.17081,992.22
5.800746441,-116.2949,15.34075,-0.8105059,-0.07425261,-0.5806769,0.9331701,-17.88609,56.17778,-13.17081,992.22
5.808355808,-137.66,13.87082,-3.382046,-0.0942524,-0.5439064,0.8966998,-17.88609,56.17778,-13.17081,992.22
5.815964699,-162.1215,8.167485,-6.07604,-0.0500046,-0.5515596,0.8961562,-17.88609,56.17778,-13.17081,992.22
5.823573589,-183.0531,8.226282,-6.688312,-0.03882023,-0.5649824,0.953212,-17.88609,56.17778,-13.17081,992.22
5.831182480,-198.3493,13.22405,-10.66808,-0.02388349,-0.5738893,0.9967074,-17.43952,56.54174,-8.330492,992.22
5.838791847,-219.5906,22.80801,-13.60698,0.02668964,-0.5762424,1.005489,-17.43952,56.54174,-8.330492,992.22
5.846400261,-235.0725,40.50599,-16.3622,0.07326284,-0.5931646,1.122555,-17.43952,56.54174,-8.330492,992.22
5.854009628,-224.7925,68.3759,-25.6075,-0.1571609,-0.3093532,0.8126242,-17.43952,56.54174,-8.330492,992.22
5.861622333,-270.3095,54.08816,-41.22042,-0.009172177,-0.4122668,1.0218,-17.43952,56.54174,-8.330492,992.22
5.871763229,-336.6342,49.20799,-39.07747,0.04557018,-0.3165975,0.7708543,-17.43952,56.54174,-8.330492,992.22
5.879372597,-323.0101,94.77588,-49.24118,-0.2182077,-0.666442,0.7789505,-17.28175,56.90556,1.87131,992.22
5.886981487,-344.623,50.50153,-60.20084,-0.2359518,-0.9928174,0.5099473,-17.28175,56.90556,1.87131,992.22
5.894590378,-364.8734,16.5755,-59.52734,-0.2490518,-1.160444,0.3541934,-17.28175,56.90556,1.87131,992.22
5.902199268,-366.3596,5.404013,-54.75162,-0.1068274,-1.570507,0.7339633,-17.28175,56.90556,1.87131,992.22
5.909808636,-408.7183,-1.475269,-35.03648,-0.01986605,-2.066938,0.5711424,-17.28175,56.90556,1.87131,992.22
5.917413235,-378.6833,2.758135,-17.77043,-0.147413,-2.622335,0.3405302,-17.28175,56.90556,1.87131,992.22
5.925022125,-269.8141,18.751,-24.44419,-0.2571383,-2.66427,0.1373849,-17.28175,56.90556,1.87131,992.22
5.932631016,-187.0784,23.68997,-23.40332,-0.3876624,-1.856516,0.6015007,-19.2308,54.69929,18.74534,992.22
5.940240383,-219.0332,23.98395,-28.73009,-0.6063114,-1.755831,1.005461,-19.2308,54.69929,18.74534,992.22
5.947849274,-254.2702,-33.3434,-55.85371,-0.748212,-1.764143,0.8286906,-19.2308,54.69929,18.74534,992.2222
5.955458164,-239.9648,-43.28014,-69.75227,-0.3314202,-2.196942,1.215407,-19.2308,54.69929,18.74534,992.2222
5.963067532,-178.1608,-14.88105,-59.58857,-0.4105591,-2.017101,1.024998,-19.2308,54.69929,18.74534,992.2222
5.973212719,124.171,39.03606,-47.34314,-0.4868391,-0.4063774,1.259615,-19.2308,54.69929,18.74534,992.2222
5.980821133,295.897,61.32022,-53.77199,-0.4227111,0.1638933,2.557558,-18.97915,47.99387,29.42688,992.2222
5.988430500,-52.13763,17.98663,-92.65122,-0.5758878,-0.3182919,2.879634,-18.97915,47.99387,29.42688,992.2205
5.996038914,-98.08811,-26.58171,-62.34379,-0.3316506,-0.2574729,1.437622,-18.97915,47.99387,29.42688,992.2205
6.003648281,60.26144,6.227174,-68.2216,-0.2545334,0.01759543,1.074797,-18.97915,47.99387,29.42688,992.2205
6.011257171,191.6724,82.31085,-93.44717,-0.2687306,0.204862,1.31402,-18.97915,47.99387,29.42688,992.2205
6.018866539,256.5108,107.7113,-107.2845,-0.3914903,0.4071335,1.092843,-18.97915,47.99387,29.42688,992.2205
6.026474952,274.408,95.65784,-116.1625,-0.4851479,0.5242085,1.041817,-19.35244,45.04689,27.21339,992.2205
6.034084320,231.3062,68.96387,-122.1015,-0.5420926,0.5540135,1.134534,-19.35244,45.04689,27.21339,992.2205
6.041692734,126.9578,43.91623,-119.285,-0.4971226,0.4359576,1.382186,-19.35244,45.04689,27.21339,992.2205
6.049302101,12.26735,33.45032,-96.81467,-0.4751337,0.111029,1.321799,-19.35244,45.04689,27.21339,992.2205
6.056910515,-67.92924,13.92962,-77.83425,-0.629949,-0.2205199,1.167754,-19.35244,45.04689,27.21339,992.2205
6.067056179,-77.58998,-27.87525,-52.73112,-0.4756087,-0.7099797,1.071256,-19.35244,45.04689,27.21339,992.2205
6.074665069,34.12789,-15.46902,-33.56703,-0.3974619,-1.141309,0.331028,-19.35244,45.04689,27.21339,992.2205
6.082273960,206.1016,19.22137,-23.09719,-0.2939413,-1.137818,0.7159366,-24.08259,47.66338,17.94678,992.2205
6.089883327,290.1377,74.72601,-13.11716,-0.2170477,-0.7937369,0.9239968,-24.08259,47.66338,17.94678,992.2205
6.097492218,294.2249,84.89793,18.78218,-0.3835938,-0.7396063,0.8501819,-24.08259,47.66338,17.94678,992.2205
6.105101108,246.6024,48.03204,37.45646,-0.5296742,-0.4631645,0.8739316,-24.08259,47.66338,17.94678,992.2222
6.112710476,195.8835,36.0962,38.31364,-0.3875624,-0.6916931,0.8303976,-24.08259,47.66338,17.94678,992.2222
6.120315075,183.2502,30.51045,58.70228,-0.3557421,-0.8261416,0.5396741,-24.08259,47.66338,17.94678,992.2222
6.127928257,204.3057,31.21602,75.78465,-0.3200664,-0.8315548,0.4944525,-30.2709,48.81541,6.026434,992.2222
6.135532856,217.6821,40.97637,89.49953,-0.257334,-0.8403679,0.6432289,-30.2709,48.81541,6.026434,992.2222
6.143142223,198.9799,36.21379,108.1126,-0.3686186,-0.8148969,0.6627596,-30.2709,48.81541,6.026434,992.2222
6.150750637,178.0482,21.39687,120.1743,-0.3548881,-0.966554,0.6936678,-30.2709,48.81541,6.026434,992.22
6.158360004,167.8921,11.81292,133.7055,-0.3448049,-1.079314,0.7406136,-30.2709,48.81541,6.026434,992.22
6.168505192,162.5663,-2.474823,145.3999,-0.2683524,-1.25721,0.8220094,-30.2709,48.81541,6.026434,992.22
6.176113605,167.6444,-9.942078,149.1348,-0.2042688,-1.385472,0.7912065,-32.47961,51.84762,-9.014084,992.22
6.183722973,184.241,-10.47125,149.4409,-0.1379857,-1.457638,0.8030921,-32.47961,51.84762,-9.014084,992.22
6.191331863,206.2254,1.523392,146.5632,-0.08552503,-1.453222,0.81299,-32.47961,51.84762,-9.014084,992.22
6.198940754,224.1226,17.22227,143.7468,-0.08688156,-1.41935,0.8016207,-32.47961,51.84762,-9.014084,992.22
6.206549644,226.0424,21.10289,138.3588,-0.1635583,-1.327977,0.7863749,-32.47961,51.84762,-9.014084,992.22
6.214159012,223.9368,20.8089,127.2155,-0.1420611,-1.359351,0.7635492,-32.47961,51.84762,-9.014084,992.22
6.221767425,229.758,28.09976,118.3988,-0.1109892,-1.358019,0.7652726,-32.47961,51.84762,-9.014084,992.22
6.229376793,231.492,35.44942,109.3984,-0.1045724,-1.325489,0.7528338,-19.67447,48.38397,-14.00368,992.2217
6.236986160,228.7052,43.44585,100.7653,-0.08592514,-1.298656,0.7464914,-19.67447,48.38397,-14.00368,992.2217
6.244594574,224.6799,52.85342,94.70384,-0.07951075,-1.268029,0.7310863,-19.67447,48.38397,-14.00368,992.2217
6.252203941,216.877,61.67301,90.29549,-0.06578711,-1.266611,0.7524332,-19.67447,48.38397,-14.00368,992.2217
6.262349129,205.8539,70.13982,87.23413,-0.09608538,-1.345529,0.6875275,-19.67447,48.38397,-14.00368,992.2217
6.269958019,203.6864,71.66855,85.51978,-0.1106352,-1.357641,0.6732414,-19.67447,48.38397,-14.00368,992.2234
6.277566910,198.856,70.4338,84.72382,-0.125023,-1.404953,0.7078,-4.750049,37.15797,-9.286525,992.2234
6.285176277,193.2206,65.49483,84.72382,-0.1122512,-1.500501,0.6718553,-4.750049,37.15797,-9.286525,992.2234
6.292785168,196.1931,57.5572,86.92799,-0.06260142,-1.554397,0.6171043,-4.750049,37.15797,-9.286525,992.2234
6.300393581,203.996,52.67703,91.09145,0.01848086,-1.506519,0.6102542,-4.750049,37.15797,-9.286525,992.2234
6.308002949,208.0213,55.61689,98.80606,0.06961411,-1.406606,0.6248354,-4.750049,37.15797,-9.286525,992.2234
6.315607548,200.7139,55.96968,107.1942,-0.02759187,-1.33626,0.5600821,-4.750049,37.15797,-9.286525,992.2213
6.323216915,188.3902,42.68149,110.3168,-0.1182999,-1.366356,0.4583473,-0.2212882,44.20232,-24.87663,992.2213
6.330825329,179.101,24.92471,111.2964,-0.1333871,-1.417479,0.3827675,-0.2212882,44.20232,-24.87663,992.2213
6.338434696,172.5367,8.579065,111.7862,-0.0943162,-1.451438,0.2978916,-0.2212882,44.20232,-24.87663,992.2213
6.346043110,164.0526,-7.590187,111.8474,-0.01926735,-1.449288,0.270054,-0.2212882,44.20232,-24.87663,992.2213
6.356188297,142.0682,-25.11178,110.3168,0.1196561,-1.406322,0.1934631,-0.2212882,44.20232,-24.87663,992.2213
6.363797664,123.3659,-28.8748,106.6431,0.2445476,-1.402384,0.1433436,-0.2212882,44.20232,-24.87663,992.2213
6.371407032,109.7418,-18.82047,105.6635,0.3566804,-1.471993,0.04485678,6.151959,37.09483,-33.34065,992.2213
6.379015446,101.5054,-3.591971,113.9292,0.364255,-1.554552,-0.09738688,6.151959,37.09483,-33.34065,992.2213
6.386624813,93.76442,0.5238382,115.8884,0.2274599,-1.51597,-0.1722979,6.151959,37.09483,-33.34065,992.2213
6.394233703,72.33738,-14.41067,105.9084,0.2436311,-1.574592,-0.2302929,6.151959,37.09483,-33.34065,992.223
6.401842594,52.8301,-26.22892,91.09145,0.342299,-1.632154,-0.2928379,6.151959,37.09483,-33.34065,992.223
6.409451485,49.486,-27.22848,74.43766,0.4519137,-1.634762,-0.3858383,6.151959,37.09483,-33.34065,992.223
6.417060852,53.51131,-13.11713,65.7434,0.5297282,-1.454529,-0.410013,6.151959,37.09483,-33.34065,992.223
6.424669266,32.45583,-0.8284993,59.06964,0.4047823,-1.253669,-0.3784689,6.312409,26.33675,-31.50431,992.223
6.432278633,1.120335,-4.70912,41.19132,0.2175494,-1.207008,-0.5068289,6.312409,26.33675,-31.50431,992.2247
6.439887047,-19.06815,-23.93583,14.92487,0.1500565,-1.226406,-0.5344851,6.312409,26.33675,-31.50431,992.2247
6.447496414,-38.5135,-38.92914,-8.035309,0.2645135,-1.260204,-0.3808762,6.312409,26.33675,-31.50431,992.2247
6.457642555,-63.34658,-37.69439,-22.48492,0.3445401,-1.428959,-0.1877798,6.312409,26.33675,-31.50431,992.2247
6.465250492,-69.35358,-32.40264,-27.99536,0.3341087,-1.536557,-0.1522315,6.312409,26.33675,-31.50431,992.2247
6.472862244,-61.36488,-23.87703,-29.34236,0.3094473,-1.423388,-0.054905,6.725427,25.96439,-29.33895,992.2264
6.480468273,-45.07785,-7.061011,-27.56677,0.0616533,-0.815702,0.02273127,6.725427,25.96439,-29.33895,992.2264
6.488077640,148.8802,82.66364,-9.137398,-1.09208,-0.587308,2.423725,6.725427,25.96439,-29.33895,992.2264
6.495687008,350.2696,50.14874,-37.48557,-1.439,0.0816477,0.6068707,6.725427,25.96439,-29.33895,992.2264
6.503295421,344.8819,-47.86632,-154.7356,-3.04143,2.242821,2.004505,6.725427,25.96439,-29.33895,992.2264
6.510904789,25.58184,-327.6238,-287.2923,-1.308047,1.538333,0.03559617,6.725427,25.96439,-29.33895,992.2264
6.518509388,-461.8524,-430.6366,-286.129,0.8473907,0.2018777,1.299894,4.460732,27.08595,-29.76281,992.2225
6.526118755,-806.6049,-448.6874,-187.3696,2.050333,-0.004847562,1.357706,4.460732,27.08595,-29.76281,992.2225
6.533730984,-1085.838,-297.402,-7.606719,3.565331,-3.470153,3.335604,4.460732,27.08595,-29.76281,992.2225
6.541336536,-194.1382,212.7232,274.7116,2.103864,-4.701517,-2.37047,4.460732,27.08595,-29.76281,992.2225
6.551481724,228.891,174.3286,188.4426,-0.3525997,-0.2478072,1.148762,4.460732,27.08595,-29.76281,992.2225
6.559090137,82.67934,88.01419,-14.52539,-0.09745498,0.5548773,1.631984,4.460732,27.08595,-29.76281,992.2242
6.566699505,-136.5453,16.5167,-143.7147,0.1123399,-0.08359826,1.856834,-2.609568,28.97388,-22.09394,992.2242
6.574308395,-334.3429,34.09709,-150.9395,0.03035234,-0.8707874,1.442185,-2.609568,28.97388,-22.09394,992.2242
6.581917286,-298.9202,63.67212,-23.77069,-0.1507927,-2.4028,-0.2294079,-2.609568,28.97388,-22.09394,992.2242
6.589526176,-90.09941,18.5746,103.2756,-0.7817283,-1.650526,0.03543524,-2.609568,28.97388,-22.09394,992.2242
6.597135544,-13.12307,54.38215,61.70241,-0.6048547,-0.5567287,0.9751084,-2.609568,28.97388,-22.09394,992.2203
6.604743957,-53.6239,39.56524,-5.708677,-0.4728762,-0.4905786,0.8353251,-2.609568,28.97388,-22.09394,992.2203
6.612355232,-114.1894,7.755904,-5.64745,-0.3299281,-0.817746,0.7091234,-2.609568,28.97388,-22.09394,992.2203
6.619989872,-125.2125,-9.530497,4.332574,-0.4638334,-0.8542964,0.6733335,-1.878966,34.92977,-18.62384,992.2203
6.627599239,-87.00302,-3.827161,-6.749539,-0.3972685,-0.9798356,0.5086575,-1.878966,34.92977,-18.62384,992.2203
6.635207653,-58.45427,-8.17816,-2.21873,-0.2974013,-0.8082922,0.7217383,-1.878966,34.92977,-18.62384,992.2238
6.642820835,-66.56683,-13.29352,-10.05581,-0.2570297,-0.6981075,0.811155,-1.878966,34.92977,-18.62384,992.2238
6.652962208,-98.15004,-17.35053,-32.8323,-0.4335121,-1.210498,0.8731603,-1.878966,34.92977,-18.62384,992.2238
6.660571575,-62.54151,-67.56342,-26.46468,-0.1037665,-1.29903,0.03614265,-1.878966,34.92977,-18.62384,992.2238
6.668179989,22.11388,-66.56387,-32.58739,0.0933083,-0.6337105,0.9422355,-1.489524,37.13889,-15.96047,992.2238
6.675789356,10.71915,-7.94297,-33.62825,0.3192473,-0.6802896,1.268962,-1.489524,37.13889,-15.96047,992.2238
6.683398247,-52.69498,3.816486,1.944716,0.3222853,-0.9102069,0.8267392,-1.489524,37.13889,-15.96047,992.2255
6.691007137,-23.65081,4.051675,15.04733,-0.09225398,-0.714559,0.6711142,-1.489524,37.13889,-15.96047,992.2255
6.698616028,-5.010524,23.33718,4.63871,-0.1545967,-0.7435464,0.7474022,-1.489524,37.13889,-15.96047,992.2255
6.706225395,0.4391284,5.227621,2.985577,-0.156643,-0.6596504,0.7011749,-1.489524,37.13889,-15.96047,992.2255
6.713829994,-19.06815,-3.239188,1.332444,-0.1278934,-0.6405743,0.8158228,-1.481805,38.24469,-14.62647,992.2255
6.721438885,-22.22647,1.347,3.659076,-0.1627917,-0.7516362,0.672287,-1.481805,38.24469,-14.62647,992.2255
6.729047775,-6.496793,3.992878,3.169259,-0.2358112,-0.7217622,0.6843013,-1.481805,38.24469,-14.62647,992.2255
6.736657143,-5.320163,-0.2405264,-0.2594616,-0.2225556,-0.6653798,0.7108356,-1.481805,38.24469,-14.62647,992.2255
6.746802330,-10.9556,-4.003552,-0.6268244,-0.1630229,-0.7405523,0.7256281,-1.481805,38.24469,-14.62647,992.2255
6.754410744,-4.267389,-1.651661,-0.1982344,-0.1401062,-0.7446962,0.7345948,-1.481805,38.24469,-14.62647,992.2255
6.762020111,-1.790275,-1.298877,0.04667418,-0.1206917,-0.6818337,0.7471082,-1.871962,38.98502,-15.07172,992.2233
6.769628525,-4.019678,-0.358121,0.4752642,-0.1081002,-0.6830661,0.7406451,-1.871962,38.98502,-15.07172,992.2233
6.777237892,-5.196308,1.053014,1.20999,-0.117839,-0.6677043,0.6845968,-1.871962,38.98502,-15.07172,992.2233
6.784846783,-3.09076,2.816932,0.9038543,-0.1397963,-0.6689664,0.7392885,-1.871962,38.98502,-15.07172,992.2233
6.792455673,-4.638957,1.99377,0.3528099,-0.1390547,-0.6707396,0.7752764,-1.871962,38.98502,-15.07172,992.2233
6.800065041,-8.230772,3.757689,0.6589457,-0.145033,-0.6906173,0.7251891,-1.871962,38.98502,-15.07172,992.225
6.807673931,-4.143534,4.404459,0.8426271,-0.1714926,-0.6891771,0.6908659,-1.871962,38.98502,-15.07172,992.225
6.815285206,-3.152688,3.169716,-0.01455296,-0.1617131,-0.6705683,0.7267702,-1.105229,38.6108,-14.18643,992.225
6.822891712,-5.010524,4.757243,-0.5043702,-0.1811141,-0.6736907,0.7253958,-1.105229,38.6108,-14.18643,992.225
6.830501080,-6.86836,2.287757,-1.484004,-0.1763972,-0.6886921,0.6841,-1.105229,38.6108,-14.18643,992.225
6.838109493,-6.00137,0.05345999,-2.524866,-0.1625316,-0.6696435,0.6781017,-1.105229,38.6108,-14.18643,992.225
6.848254681,-3.833894,1.170608,-3.93309,-0.1671561,-0.6728765,0.7082561,-1.105229,38.6108,-14.18643,992.2228
6.855864048,-5.444019,-0.769702,-4.912724,-0.1666297,-0.6795978,0.7051724,-1.105229,38.6108,-14.18643,992.2228
6.863472939,-6.930288,-1.769256,-5.402542,-0.161774,-0.6876405,0.6942307,-1.486332,38.6135,-14.62821,992.2228
6.871081829,-5.815586,-2.357229,-5.463769,-0.1554388,-0.682354,0.7050157,-1.486332,38.6135,-14.62821,992.2228
6.878690720,-5.753658,-2.53362,-5.586223,-0.1534366,-0.691943,0.7008788,-1.486332,38.6135,-14.62821,992.2228
6.886300087,-5.505947,-2.710012,-5.524996,-0.155301,-0.6854011,0.7215002,-1.486332,38.6135,-14.62821,992.2244
6.893913269,-6.311009,-2.53362,-6.014813,-0.1529464,-0.6881311,0.7068078,-1.486332,38.6135,-14.62821,992.2244
6.901517868,-6.682576,-3.239188,-6.07604,-0.1534547,-0.6866763,0.7053851,-1.486332,38.6135,-14.62821,992.2244
6.909126282,-6.682576,-3.003999,-6.443403,-0.1500965,-0.6789553,0.7099211,-1.116857,38.97984,-14.63457,992.2244
6.916731834,-6.86836,-2.827607,-6.93322,-0.1477208,-0.677902,0.7035956,-1.116857,38.97984,-14.63457,992.2244
6.924340248,-7.487638,-3.356782,-7.116902,-0.1426178,-0.6896179,0.7247058,-1.116857,38.97984,-14.63457,992.2244
6.931949615,-8.478484,-2.886404,-6.994448,-0.1460642,-0.6915001,0.7149506,-1.116857,38.97984,-14.63457,992.2244
6.942094803,-7.487638,-2.76881,-7.606719,-0.1549187,-0.6862075,0.7049211,-1.116857,38.97984,-14.63457,992.2244
6.949704170,-7.425711,-2.53362,-8.402672,-0.1672143,-0.6747032,0.6970135,-1.116857,38.97984,-14.63457,992.2244
6.957312584,-7.73535,-3.650769,-10.42317,-0.1681913,-0.6809019,0.6876239,-1.116857,38.97984,-14.63457,992.2244
6.964921951,-7.363783,-5.120701,-12.13753,-0.1764864,-0.6823754,0.6793792,-1.476658,38.98188,-13.73714,992.2244
6.972530365,-8.230772,-7.061011,-13.48452,-0.1560411,-0.6903015,0.6765903,-1.476658,38.98188,-13.73714,992.2244
6.980139732,-8.60234,-8.707335,-13.72943,-0.1260426,-0.7185778,0.6951596,-1.476658,38.98188,-13.73714,992.2244
6.987752438,-8.106916,-8.119362,-12.19876,-0.09924017,-0.7207707,0.7070618,-1.476658,38.98188,-13.73714,992.2244
6.995357513,-7.177999,-5.649876,-10.36194,-0.0947706,-0.7218069,0.7206358,-1.476658,38.98188,-13.73714,992.2244
7.002970218,-6.558721,-4.06235,-9.627214,-0.1061598,-0.7078199,0.7064483,-1.476658,38.98188,-13.73714,992.2205
7.010575771,-7.73535,-4.297539,-9.014943,-0.09582363,-0.7217068,0.7084727,-2.231763,38.98707,-14.17429,992.2205
7.018184185,-7.116071,-3.062796,-8.157763,-0.09690911,-0.7172737,0.6973851,-2.231763,38.98707,-14.17429,992.2205
7.025793552,-5.753658,-1.710458,-7.974082,-0.1199193,-0.6944173,0.700058,-2.231763,38.98707,-14.17429,992.2205
7.033401966,-7.054143,-1.298877,-8.096537,-0.1461682,-0.6904051,0.700855,-2.231763,38.98707,-14.17429,992.2205
7.043547153,-8.044989,-3.062796,-8.21899,-0.1138168,-0.7042541,0.7280215,-2.231763,38.98707,-14.17429,992.2222
7.051156521,-7.363783,0.2886491,-8.157763,-0.1405616,-0.6954683,0.7338041,-2.231763,38.98707,-14.17429,992.2222
7.058765411,-6.620648,1.405797,-9.688442,-0.1719294,-0.6740004,0.7189823,-2.233717,39.72448,-13.73136,992.2222
7.066374779,-10.27439,-1.298877,-12.13753,-0.1558079,-0.6920494,0.7091743,-2.233717,39.72448,-13.73136,992.2222
7.073983669,-10.08861,0.7002301,-13.54575,-0.1258579,-0.7116819,0.7323292,-2.233717,39.72448,-13.73136,992.2222
7.081592560,-7.549566,4.81604,-14.21925,-0.1057154,-0.7012784,0.782078,-2.233717,39.72448,-13.73136,992.2222
7.089201927,-11.38909,10.28419,-15.50502,-0.06820899,-0.6771625,0.833466,-2.233717,39.72448,-13.73136,992.2239
7.096810341,-16.28139,16.75189,-14.52539,-0.08026977,-0.6950473,0.8204851,-2.233717,39.72448,-13.73136,992.2239
7.104419708,-15.97176,21.74966,-11.77017,-0.1881899,-0.7329602,0.6023232,-2.233717,39.72448,-13.73136,992.2239
7.112028122,-17.51995,1.640987,-12.99471,-0.05593413,-0.6550893,0.8114817,-2.579936,38.62007,-12.82871,992.2239
7.119633674,-32.25879,9.167039,-8.341445,-0.002848288,-0.7010854,0.8460025,-2.579936,38.62007,-12.82871,992.2239
7.127242088,-33.18771,17.92783,-4.239226,-0.1112786,-0.7117153,0.8072016,-2.579936,38.62007,-12.82871,992.22
7.137387275,-38.20386,14.75278,-4.484135,-0.0945959,-0.6610489,0.830165,-2.579936,38.62007,-12.82871,992.22
7.144996643,-51.58028,13.22405,-1.545232,-0.06064349,-0.6855609,0.8643729,-2.579936,38.62007,-12.82871,992.22
7.152605057,-57.09186,19.10378,1.63858,-0.09335518,-0.6914267,0.8289561,-2.579936,38.62007,-12.82871,992.22
7.160214424,-61.30296,21.16168,2.92435,-0.09433799,-0.6680723,0.8592165,-2.96042,39.72879,-12.38289,992.22
7.167823314,-72.9454,20.7501,5.006073,-0.063394,-0.6308249,0.8910004,-2.96042,39.72879,-12.38289,992.2218
7.175432205,-89.54206,22.33763,7.761295,-0.05041832,-0.6247652,0.8793483,-2.96042,39.72879,-12.38289,992.2218
7.183041096,-103.9093,25.63028,10.21038,-0.06504742,-0.5962635,0.9088677,-2.96042,39.72879,-12.38289,992.2218
7.190650463,-119.0817,28.98172,10.7002,-0.07093586,-0.5600329,0.9492096,-2.96042,39.72879,-12.38289,992.2218
7.198258877,-140.3229,32.68595,11.31247,-0.0885835,-0.5280871,0.9676343,-2.96042,39.72879,-12.38289,992.2218
7.205868244,-162.1834,35.27303,8.740929,-0.1247438,-0.4915145,0.9829109,-2.936544,40.09673,-10.59901,992.2218
7.213477611,-185.0968,38.97726,4.761165,-0.0903514,-0.4876511,0.9763877,-2.936544,40.09673,-10.59901,992.2235
7.221086025,-196.058,41.74073,-0.2594616,-0.1730281,-0.3013737,0.9195879,-2.936544,40.09673,-10.59901,992.2235
7.228695392,-227.765,39.44764,-12.32121,-0.05797615,-0.314632,1.044942,-2.936544,40.09673,-10.59901,992.2235
7.238840580,-303.9983,30.45165,-13.36207,0.002207978,-0.5522384,0.934668,-2.936544,40.09673,-10.59901,992.2235
7.246448994,-324.3725,34.44987,-10.54562,-0.05264818,-0.7473419,0.6680721,-2.936544,40.09673,-10.59901,992.2235
7.254058361,-306.4135,38.27169,-9.810896,-0.1483992,-0.9133436,0.6430572,-1.70647,40.45464,-3.535926,992.2235
7.261667251,-301.3354,36.86056,-5.831132,-0.1383075,-0.9292795,0.6055911,-1.70647,40.45464,-3.535926,992.2235
7.269276142,-310.253,35.56702,-1.912595,-0.2158061,-0.9275239,0.7810919,-1.70647,40.45464,-3.535926,992.2235
7.276885032,-359.3618,26.39464,7.638841,-0.2499994,-1.191278,0.6067022,-1.70647,40.45464,-3.535926,992.2235
7.284494400,-385.3715,11.40134,12.65947,-0.3555742,-1.827601,1.011942,-1.70647,40.45464,-3.535926,992.2235
7.292102814,-369.7037,-8.060565,9.291973,-0.4152361,-1.941993,-0.15605,-1.70647,40.45464,-3.535926,992.221
7.299712181,-291.7365,14.87037,1.20999,-0.2929,-2.46203,0.6581174,-1.70647,40.45464,-3.535926,992.221
7.307320595,-232.5954,10.22539,10.21038,-0.05620215,-1.957117,0.4420463,-0.7849324,41.18169,7.930326,992.221
7.314927578,-206.1522,46.38572,3.78153,0.1709788,-1.496254,1.214054,-0.7849324,41.18169,7.930326,992.221
7.322534561,-250.6164,121.0583,34.70124,0.08227394,-1.715123,1.2267,-0.7849324,41.18169,7.930326,992.221
7.332679748,-211.9734,148.693,41.06886,-0.4311374,-1.533777,0.713145,-0.7849324,41.18169,7.930326,992.221
7.340289116,-163.1124,160.8052,16.82291,-0.2520485,-1.224426,1.054927,-0.7849324,41.18169,7.930326,992.221
7.347898483,-157.2292,188.9691,20.31286,-0.2881438,-0.9152653,1.235342,-0.7849324,41.18169,7.930326,992.221
7.355506897,-129.919,215.1927,17.80255,-0.7281542,-0.5854152,0.5746763,0.5117178,37.85075,16.35002,992.221
7.363120556,68.18821,213.37,9.414428,-1.55755,-0.1524265,0.7099819,0.5117178,37.85075,16.35002,992.221
7.370725155,73.88557,81.07611,-49.30241,-1.554414,0.1146221,2.201954,0.5117178,37.85075,16.35002,992.221
7.378334045,-177.9751,-38.45876,-123.1423,-1.157809,-0.7004028,1.731095,0.5117178,37.85075,16.35002,992.221
7.385942936,-124.0359,-104.9585,-111.999,-0.3005653,-0.9142585,0.9028685,0.5117178,37.85075,16.35002,992.221
7.393552303,69.24099,-84.08545,-127.1221,0.04171338,-0.6476012,1.122026,0.5117178,37.85075,16.35002,992.221
7.401160717,182.8167,19.69175,-145.3066,0.2220445,-0.1754353,1.290844,0.6183233,33.792,19.94038,992.221
